,runID,module,name,vectime,vecvalue,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset
0,Filas-3-20231214-09:15:50-4693,RedeFilas.sink1,Delay,[ 0.10481867  0.6281152   1.0313843   1.22518215  1.37820188  1.75235024  2.23364357  2.4372015   2.89819681  3.1396028   3.23604483  3.74646264  4.86531593  4.87233263  4.98616977  5.39985511  5.99083525  6.1314165   6.31329939  6.38227822  6.44973875  6.46950692  6.68599256  7.23772555  7.59013998  7.73046988  7.93205662  8.16509327  8.31284676  8.99847359  9.31382925  9.32174053  9.548675   10.03475281 10.54520138 10.7116175  11.04573229 11.56824544 11.81102598 12.32510028 14.76451142 15.19254159 15.59227053 16.46817156 16.53074074 16.76605271 16.96739401 17.77435604 18.02911227 18.15486873 19.93444961 20.13003869 20.41971223 20.65316747 20.70907847 22.13226063 22.15231841 22.51027772 23.07489187 23.32185925 24.07905486 25.14772145 25.25579654 25.35698605 25.55460806 25.56236587 25.59136262 26.38277512 26.49612412 27.54620298 28.07158259 28.22881513 29.35579356 29.40676769 30.55113333 31.24423023 31.26810436 31.3399222  31.57209447 31.59566669 31.63600774 31.69692632 33.18222149 34.03597255 35.31714712 35.79012608 36.61465736 36.61594003 36.64774082 36.73266282 36.9417632  37.42609266 37.46586339 37.66310845 38.06230208 38.36273886 38.94635145 39.52902465 39.86712502 40.39848281 40.406704   41.19407578 41.53063733 41.90818261 42.30695747 43.04430992 43.4776831  43.64018342 44.72470964 45.32159342 45.55055878 45.7889985  45.82955111 46.38355756 46.7205612  46.99313581 47.01948391 48.2384209  48.59070986 48.59134821 48.88802719 49.1684734  49.50149622 50.18387295 50.59954588 52.24037075 52.97807133 53.49299659 54.15185089 54.44159547 54.44834029 54.55657081 56.47813412 56.48208487 56.49049288 57.14323741 57.15673545 57.89114294 58.0935034  58.32298692 58.65865558 59.05142641 59.29174033 59.69360115 59.80783998 60.58415465 60.85651887 60.90347879 61.23289517 62.19286832 62.28696558 62.64369704 62.75676074 62.87368287 63.86211208 63.90801738 64.28393868 64.95964714 65.20458353 65.20903077 65.76400349 66.17348638 66.20772305 66.28293988 66.74365096 67.08700873 67.12088038 67.15150924 67.2087842  67.32077769 67.3394555  67.39634702 67.98411388 68.01126141 68.84660357 69.04864275 69.19191864 69.26397514 69.81801042 69.93507482 70.65580155 70.76085024 70.88622316 71.19675985 71.31327104 71.85297368 71.85753846 72.05082091 72.25127865 72.41540956 72.50940258 72.5974986  72.91185603 73.45884143 74.11967672 74.13692927 74.30393705 74.64412115 75.33503478 75.35570157 75.68832066 75.74027064 75.91316527 77.07398373 77.12512816 77.13163617 77.23070825 77.43369198 78.55242146 78.72374389 79.10902681 79.47970716 79.68401501 80.02931392 80.06220689 81.02517106 81.30318665 81.30548064 82.48416474 82.56124422 82.89931168 83.09018787 83.13651547 84.2365201  84.51141648 85.13925842 85.32443366 86.32774909 86.42060124 86.73847923 86.79775434 86.98135058 87.85400129 88.03034978 88.3651138  88.8225683  88.82791138 89.36787836 89.67941234 89.77103987 90.85147063 91.22647868 91.41043341 91.6091927  92.00143679 92.52055497 92.85733391 92.87855347 93.06321097 93.43989325 93.46406193 93.85444847 94.80441433 94.93623726 95.21560814 95.3810186  95.71305323 95.88452713 96.33128741 96.46788356 96.93845678 97.0160813  97.78259205 98.20115098 98.2622142  99.1755903  99.2501057  99.30096323 99.60886032],[ 0.03880328  0.25271093  0.01244377  0.08546113  0.02946632  0.35605965  0.31421386  0.31290223  0.43550773  0.65506701  0.25766854  0.52538523  1.65355122  1.3326328   1.05707427  1.51647206  1.99966089  1.84817435  1.53247744  1.76567157  1.66865722  1.3197547   1.31667544  1.72242693  1.28059103  1.35056081  0.70045082  0.49860753  0.1198867   0.52954617  0.80044955  1.13664272  0.21130737  0.40382433  0.04941322  0.04153522  0.03933197  0.39374286  0.24055293  0.59322489  0.68044541  0.13668378  0.23648974  0.38802664  0.45080923  0.44635379  0.62715962  0.46215196  0.58448183  0.46215717  0.39358784  0.29771156  1.39071984  1.43482947  1.28260455  2.33833136  1.62126452  0.62576371  1.32642879  1.06244201  1.51028975  2.42414262  2.45563606  1.76604153  1.68585631  1.49007699  0.39608275  2.11390299  0.97040169  0.16906494  0.45750694  0.52433731  0.67817893  0.2814367   1.383894    2.02546638  2.70252879  2.0599826   1.13143894  0.84135472  0.60869354  0.60570071  1.79071855  2.15380153  3.05346118  3.28810468  4.02441571  3.76587202  3.68876666  3.60012277  3.74510474  3.74808474  3.71205344  3.75828296  3.93299327  4.12013376  4.43255902  4.75112392  4.27128021  4.75047297  4.53458839  5.32152914  5.36797935  5.43889765  5.83748093  6.1993255   6.42237826  6.54041751  6.77779526  6.65908345  5.92895263  6.06680799  5.93309853  6.67332992  6.39230047  6.26885623  6.10631011  7.02850997  6.50239097  6.30743527  6.1176351   6.08922517  6.16274992  6.58962222  5.6781955   7.08237523  7.05154093  7.51346759  7.51493936  7.23732032  7.11763927  6.57800429  8.55480292  8.59790322  8.1911439   8.59976384  8.41629321  9.17351303  9.00820164  9.17549044  9.62629808  8.6754577   8.66898715  9.10976977  9.21707459  9.93268073  9.60055246  9.50429684  9.5360296  10.87852547 10.31067551 10.06066932  9.99409588  9.20434967 10.13228415 11.00342139 10.06016467  9.45768964  9.55259945  9.31927196  9.53027211  9.30916001  9.07116979  8.90210364  9.28363188  9.22020658  9.13479933  8.93170838  8.95740081  8.70724167  8.58525632  8.51702459  9.11257608  8.71362073  8.54839912  8.4956357   8.45178401  7.97686327  8.43876508  8.52999762  9.21417752  9.40076546  9.40639166  8.53805935  8.29644349  9.14721788  8.36237536  7.69134268  7.11369719  6.97671934  7.20577559  6.65455279  6.50308865  6.60695374  6.82039957  5.07179062  5.27971138  5.0380364   5.46485002  4.10390156  4.33921601  4.13554357  3.43026586  5.14119255  3.96558616  3.45755978  3.23446408  3.04354134  3.642789    3.79156436  3.32217178  3.60482923  3.59401185  2.64509366  2.22423774  2.66637474  3.17372413  2.25250912  3.14813942  2.25751579  2.37182582  1.66340863  1.37948251  2.38038258  2.4548885   2.84249763  2.91100009  3.5097949   2.39958135  2.64419232  2.67494271  1.74925265  2.20132523  2.24695057  1.99510271  2.12279352  1.90947826  2.19653944  2.03912977  1.69255728  2.3738753   2.65749427  2.56135613  2.51664904  3.07925425  2.8082088   3.18325482  1.41862248  1.13183628  0.81829789  0.53397133  0.23633394  0.67087737  0.90845616  0.8281102   0.50513247  0.54237403  0.56428091  0.57211342  0.59624876  0.54586533  0.83720111  0.81463797  0.95377134  0.92092902  1.8150427   1.61125574  1.89388898  2.21387002],Filas,20231214-09:15:50,20231214-091550,Filas,redes.ini,"$0=0.7, $1=0.9, $2=1.5, $3=1.7",0.7/0.9/1.5/1.7,"0.7,0.9,1.5,1.7-","$0=0.7, $1=0.9, $2=1.5, $3=1.7",RedeFilas,4693,0,#0,results,3,3
1,Filas-8-20231214-09:15:51-4718,RedeFilas.sink2,Delay,[ 2.44899802  2.739667    2.99167399  4.252889    4.55006717  4.97696643  5.05879687  5.11169206  5.40341042  6.83856135  7.21575925  7.65807093  7.67462483  8.03189425  8.91805406  9.29310621  9.46258133 10.28419849 10.33672864 10.68538395 12.2662427  12.8604431  13.20762317 13.60912083 14.07403367 14.59623731 15.06240497 15.25974018 15.36915574 15.4499983  15.67909159 15.74673219 16.17893061 16.30715555 17.24563955 17.41051061 18.44299784 19.02713771 20.78605045 21.78156152 21.8752392  22.55586477 23.33736122 24.85578513 25.30729094 26.91726189 28.19657402 28.89085099 29.44219604 31.28148217 32.60875251 32.93947665 32.97152372 33.22982691 33.97920975 34.26687882 34.32544611 36.10753488 38.05056853 38.42387175 39.1037375  39.18353779 39.50706853 39.8070981  39.82499355 40.56875575 40.7902239  41.08239721 41.15702967 42.2457218  42.34975966 42.3777392  43.04615102 43.08487045 43.9993483  44.7908905  44.88581372 47.15001533 48.50042939 48.68833439 49.01259337 51.03546751 51.561946   52.03128881 52.66117107 52.69768522 52.81128093 52.84924441 52.89424749 53.09281695 54.26625494 54.48579696 54.76397429 54.91040696 55.0530186  55.36547472 57.66521459 58.40006455 58.41352925 58.98990915 59.69064026 59.91317992 60.28812603 61.22549865 61.77721934 62.15913317 62.51753441 62.62488033 62.67130453 64.70131314 66.32628382 67.0624445  67.21354031 67.99249562 68.04035207 68.66422947 69.41126341 69.45857428 69.78772168 69.9284938  70.18622237 70.51555011 70.94501502 71.13435006 71.33762821 71.59528501 72.81954922 74.05510142 74.14664988 75.66425011 76.20553071 76.42254102 77.13759904 77.23054334 78.88295305 79.10529496 79.97204521 80.5310163  80.94715286 81.42421648 82.01345788 82.34895495 82.56415897 82.63029362 82.79443096 83.20596953 83.43067392 84.00481886 84.30289156 84.30466998 85.21441056 85.404706   85.6370152  87.12558101 87.32088038 87.55942457 88.19376972 89.03684129 89.23888301 89.61734877 91.90004412 92.15673859 92.34539253 94.00713505 94.41293895 94.67376969 94.69200153 95.04920419 95.81153673 95.88211258 96.03415634 96.27050546 96.45852751 97.61920092 98.15480591 98.43972557 99.02701767 99.66104867 99.91194367],[ 0.02765636  0.03403686  0.0684002   0.53958237  0.28711233  0.79939883  0.33426869  0.24123669  0.50861639  1.82809444  1.65487564  1.76847759  1.35802635  1.26970111  2.22558956  2.09237322  1.32053756  1.52001852  1.57865632  1.2350481   1.53440328  1.63051016  1.79738566  2.08194818  1.33601146  1.78785466  1.9123984   2.22446329  2.00906132  1.91847927  2.48392024  1.80849613  1.92926752  1.53002964  1.98996899  1.40465102  1.68598165  2.20658636  3.93945691  4.35374262  4.52875787  4.66396957  5.46952968  6.68772537  6.68654748  8.27664213  9.74249201  9.94810294 10.801515   12.08763659 13.12220868 12.93022437 12.61241886 12.60161591 13.18696771 13.00752141 12.08449424 13.53864506 15.30586156 15.04996814 15.9011469  15.64183318 15.78401055 15.38788171 15.97309137 16.27954719 16.69594099 16.32842833 15.68317163 16.57047066 16.29290895 16.54767819 17.09731795 16.11980004 17.07223077 17.11126926 15.70704131 17.68029549 18.97434384 18.35346936 18.17756371 19.92275742 19.23212207 19.02658687 19.83803635 18.89927021 18.4873622  18.35254244 18.32882279 14.95038265 15.81365308 15.49201128 15.30710403 15.35910248 15.22016235 15.20466778 15.40047047 15.7628205  15.8212218  15.12311863 15.3637841  15.52491999 15.8721385  15.51936487 16.01207614 16.11842157 16.3395146  16.37917434 16.4065537  18.43060694 19.03554968 19.47203413 19.57662889 19.83456643 19.35553777 18.99344653 19.75269143 19.08590092 18.78337782 19.33017169 18.76260341 19.02549022 18.83059579 19.08445421 17.52112268 17.70415733 18.43439479 19.45234364 19.30164525 20.84683969 20.56181606 20.49281779 21.4772373  20.96885363 21.89750246 21.8751397  22.36951111 22.95618781 22.8299439  23.16259922 23.75634352 23.23721816 23.43629424 20.06675928 20.13629884 20.47959748 20.75001157 19.66500577 20.06883841 19.48326753 20.21085631 20.10133933 20.2738933  21.27812559 21.18409242 20.96132494 21.49451922 22.46971878 22.33847929 22.37756437 23.99743981 23.91040012 23.93360072 25.28957232 25.48969999 25.33401994 24.45008227 24.35983511 25.36429778 25.36195043 24.73412047 23.91931543 24.31956025 25.53447461 25.14205029 25.14561045 25.68133879 26.30129622 25.58085298],Filas,20231214-09:15:51,20231214-091551,Filas,redes.ini,"$0=0.8, $1=0.9, $2=0.7, $3=0.9",0.8/0.9/0.7/0.9,"0.8,0.9,0.7,0.9-","$0=0.8, $1=0.9, $2=0.7, $3=0.9",RedeFilas,4718,0,#0,results,8,8
