reno-100000-800m,20230922062312.998,10.0.1.20,36398,10.0.2.20,5001,3,0.0-602.0,4284350464,56934566
reno-1000000-400m,20230922063331.314,10.0.1.20,55826,10.0.2.20,5001,3,0.0-602.0,42299686912,562114212
reno-1000000-800m,20230922064349.700,10.0.1.20,36748,10.0.2.20,5001,3,0.0-602.0,13034717184,173210353
cubic-100000-400m,20230922065408.011,10.0.1.20,54330,10.0.2.20,5001,3,0.0-602.0,6734217216,89489321
cubic-100000-800m,20230922070426.387,10.0.1.20,39948,10.0.2.20,5001,3,0.0-602.0,3931504640,52243407
cubic-1000000-400m,20230922071444.767,10.0.1.20,58494,10.0.2.20,5001,3,0.0-602.0,42337566720,562614576
cubic-1000000-800m,20230922072503.093,10.0.1.20,37114,10.0.2.20,5001,3,0.0-602.0,13025280000,173090763
reno-100000-400m,20230922073521.562,10.0.1.20,47004,10.0.2.20,5001,3,0.0-602.1,5328076800,70789019
reno-100000-800m,20230922074540.356,10.0.1.20,57700,10.0.2.20,5001,3,0.0-602.5,4392353792,58318184
reno-1000000-400m,20230922075558.201,10.0.1.20,55972,10.0.2.20,5001,3,0.0-602.0,42323410944,562420840
reno-1000000-800m,20230922080616.570,10.0.1.20,45502,10.0.2.20,5001,3,0.0-602.0,13032488960,173188751
cubic-100000-400m,20230922081634.927,10.0.1.20,39520,10.0.2.20,5001,3,0.0-602.0,6756630528,89788593
cubic-100000-800m,20230922082653.292,10.0.1.20,57452,10.0.2.20,5001,3,0.0-602.0,3980787712,52899722
cubic-1000000-400m,20230922083711.652,10.0.1.20,47938,10.0.2.20,5001,3,0.0-602.0,42234675200,561250676
cubic-1000000-800m,20230922084730.019,10.0.1.20,36274,10.0.2.20,5001,3,0.0-602.0,13020823552,173026361
reno-100000-400m,20230922085748.527,10.0.1.20,52556,10.0.2.20,5001,3,0.0-602.1,5400035328,71744343
reno-100000-800m,20230922090806.830,10.0.1.20,48508,10.0.2.20,5001,3,0.0-602.1,4241620992,56358191
reno-1000000-400m,20230922091825.091,10.0.1.20,57924,10.0.2.20,5001,3,0.0-602.0,42308861952,562242575
reno-1000000-800m,20230922092843.459,10.0.1.20,47828,10.0.2.20,5001,3,0.0-602.0,13031833600,173180180
cubic-100000-400m,20230922093901.859,10.0.1.20,35604,10.0.2.20,5001,3,0.0-602.1,6860701696,91161574
cubic-100000-800m,20230922094920.239,10.0.1.20,32922,10.0.2.20,5001,3,0.0-602.1,4038852608,53666384
cubic-1000000-400m,20230922095938.567,10.0.1.20,37590,10.0.2.20,5001,3,0.0-602.0,42297065472,562081124
cubic-1000000-800m,20230922100956.924,10.0.1.20,58604,10.0.2.20,5001,3,0.0-602.0,13023576064,173065244
reno-100000-400m,20230922102016.677,10.0.1.20,45812,10.0.2.20,5001,3,0.0-603.4,5602148352,74272916
reno-100000-800m,20230922103033.821,10.0.1.20,48174,10.0.2.20,5001,3,0.0-602.2,4414898176,58649186
reno-1000000-400m,20230922104051.971,10.0.1.20,53470,10.0.2.20,5001,3,0.0-602.0,42291560448,562004627
reno-1000000-800m,20230922105110.338,10.0.1.20,33084,10.0.2.20,5001,3,0.0-602.0,13036027904,173233182
